,PD_RISK_RATING,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Default_Ind
17,2,CRE Construction,0.26682078,0.47699672299999996,973747.0628,0.21345662399999998,0.243418777,93.98547446,0.11441297,-3.022502198,0.388547973,1.003800957,0.730850323,B,R567,No,0
18,4,CRE Construction,0.18672279,0.783613096,862461.0209,0.149378232,0.381373736,112.8488378,0.01461878,-0.82242065,1.4901523890000001,1.122275255,0.216737762,A,R567,No,0
19,2,C&I,0.232225911,0.989410505,977803.8595,0.185780728,0.37390677899999997,96.75961282,0.486751541,-2.8350353989999997,1.38717069,1.212968187,0.599209508,C,R567,No,0
20,4,CRE Construction,0.316612455,0.240142207,927609.849,0.253289964,0.730499965,104.6713456,0.9649015609999999,-2.622672969,0.233705138,1.06551922,0.633750031,B,Y237,No,0
21,2,C&I,0.302693371,0.38771854,1049020.76,0.242154697,0.720533602,81.51094798,0.064562281,3.429192685,2.1280355440000003,1.0222550190000002,0.366588299,B,T982,No,0
22,2,CRE Permanent,,0.5734714329999999,,0.12723680199999998,0.246731013,124.11300890000001,0.541088186,1.7556324209999998,0.7490665590000001,1.194757827,0.34875445299999996,C,Z009,No,0
23,1,CRE Construction,0.039995918,0.93734443,905350.7496,0.031996734,0.075912055,92.51275891,0.465898559,6.13154505,2.1345271009999998,1.066466564,0.17406944,B,Y237,Yes,0
24,2,C&I,0.21879954100000001,0.486835991,994845.3178,0.175039633,0.242596938,99.80527857,0.60146345,-4.7532864130000005,1.296101885,1.093737457,0.146911654,B,T982,No,0
25,5,C&I,0.8105985520000001,0.75486061,953640.3139,0.648478842,0.8863682409999999,98.97543326,0.08892883,-7.328879617,0.560766841,1.534584415,0.9540780440000001,C,X456,No,0
26,2,C&I,0.525697547,0.745492116,1035410.285,0.42055803700000005,0.740864909,102.6781767,0.579002686,-2.7424101210000003,0.380735738,1.568355033,0.884599164,A,Z009,No,0
27,7,C&I,0.9146581659999999,0.18703898800000002,959318.8398,0.731726533,0.471109215,92.85414675,0.269585504,-7.4065822489999995,0.34586972,1.145113002,0.688495372,B,Z009,Yes,0
28,7,C&I,0.831345047,0.189806671,910825.6,0.6650760370000001,0.259880024,79.94904944,0.556432561,-1.281643294,0.210383842,1.001566217,0.690142115,B,Y237,No,0
29,3,C&I,,0.356815189,955570.2896,0.036616211,0.46742826,85.02074669,0.644634234,7.605068355,1.603633458,1.301069805,0.541124458,B,R567,Yes,0
30,2,C&I,0.45609148200000005,0.619823306,973606.5159,0.364873186,0.751550548,101.81501899999999,0.481036371,0.7010749620000001,2.457651523,1.4433562919999998,0.28885295899999996,C,Y237,No,0
31,1,CRE Permanent,0.265186672,0.466374379,1056146.479,0.212149337,0.500574243,91.59098539,0.35523914700000003,-8.580421715,1.146569373,1.155298803,0.142039929,A,R567,No,0
32,4,C&I,0.30467220300000003,0.624676743,883122.9985,0.243737762,0.8225791379999999,124.73735249999999,0.249152121,-13.30703854,0.43884482399999997,1.107440397,0.248662985,B,T982,No,0
33,6,CRE Construction,0.50730687,0.811313892,780195.8416,0.40584549600000003,0.42089507,90.72979198,0.933515498,-0.841126099,4.109117574,1.1089378559999998,0.29654796,B,T982,No,0
34,1,CRE Permanent,,0.662805429,,0.144876967,0.39802438,100.4527138,0.453388019,-3.666280915,0.528197849,1.1048080679999999,0.792900898,A,R567,Yes,0
35,5,CRE Construction,0.759670635,0.41614233100000003,929045.6827,0.607736508,0.261927937,97.20581864,0.530161207,2.681553902,1.3406760070000001,1.599878898,0.07016644400000001,C,X456,No,0
36,5,CRE Construction,0.20124803800000002,0.42906991899999997,915100.8977,0.16099843,0.132056767,91.95017275,0.019299566,4.029042269,1.386752131,1.1985380970000001,0.309488525,C,T982,No,0
37,1,CRE Permanent,,0.436475571,,0.207047855,0.9613469370000001,97.68341927,0.508101926,6.898058927,1.001831132,1.242854115,0.790704622,C,R567,Yes,0
38,5,CRE Permanent,0.9921504179999999,0.009636126,930679.6473,0.7937203340000001,0.5654130079999999,101.8763065,0.005780237,1.309781438,0.34458226700000005,1.002692914,0.588785955,B,Y237,Yes,0
39,5,CRE Construction,0.80735234,0.9814037090000001,,0.645881872,0.546007676,82.74582335,0.143768428,2.344736208,1.1787712129999999,1.307434721,0.180481048,A,T982,Yes,0
40,2,C&I,,0.951416571,1061819.5990000002,0.44266687299999996,0.8324005459999999,107.0280561,0.472826925,5.664926717999999,1.181442687,1.050642421,0.07104369,C,Z009,Yes,0
41,4,C&I,0.6464060939999999,0.27876501,1012511.219,0.517124875,0.7295175,91.80720338,0.377347441,-3.977113202,0.637656196,1.037188803,0.974812343,C,R567,No,0
42,1,C&I,0.31182430699999997,0.503343957,1039285.945,0.249459446,0.614027866,100.00535450000001,0.054175199,-10.14325725,0.7743615009999999,1.4147806580000002,0.775674588,C,T982,No,0
43,4,C&I,0.621819198,0.396118054,,0.497455359,0.273406001,105.82969569999999,0.587528508,-6.708118776,0.794147466,1.132720212,0.8755431340000001,A,R567,No,0
44,3,C&I,0.329770176,0.805649528,899623.359,0.263816141,0.17955785800000001,87.74016292,0.164003224,-5.597175977999999,0.691753843,1.119404864,0.279471802,C,X456,No,0
45,1,CRE Permanent,0.501997473,0.966109625,1005285.7420000001,0.40159797799999997,0.133084898,77.18257541,0.5573302370000001,-2.251893532,3.1163798519999997,1.130942519,0.894871121,C,Y237,No,0
46,4,CRE Permanent,0.6770945270000001,0.437352629,913292.4252,0.5416756220000001,0.9703673509999999,109.9763378,0.144245722,-8.550287155,0.384428946,1.191781093,0.9675734690000001,B,Z009,Yes,0
47,3,C&I,0.48499123899999996,0.323537979,992085.4904,0.387992991,0.018398894,79.10867776,0.937307085,0.91158345,0.661251629,1.00160934,0.676680352,C,X456,No,0
48,2,CRE Construction,0.243928827,0.964966529,992926.2828,0.195143062,0.434530629,93.77231854,0.770979972,4.620245906,0.416086574,1.221491689,0.087132275,B,X456,Yes,0
49,5,CRE Construction,0.7654597879999999,0.121015748,1015689.9959999999,0.61236783,0.014632502,106.994992,0.956933122,-1.525089788,2.016064735,1.0238401540000002,0.261972476,C,T982,No,0
50,2,CRE Permanent,0.07377988,0.086435493,1157042.99,0.059023904,0.9071179109999999,91.68977843,0.141227764,-7.214330167000001,0.53740285,1.11989047,0.91554912,A,Z009,No,0
51,1,CRE Permanent,0.309686602,0.598297472,1145005.6509999998,0.24774928100000002,0.797829511,110.40292859999998,0.305392708,3.3479278530000003,0.29584876600000004,1.049621657,0.646479691,B,Y237,No,0
52,5,CRE Permanent,0.717271743,0.13580456400000002,837739.1006,0.573817395,0.759657803,103.57736650000001,0.039589624,-9.117599401,2.035496736,1.001193524,0.708813915,B,Y237,No,0
53,2,CRE Permanent,0.504545912,0.542824262,1008951.3929999999,0.40363673,0.549364854,112.22332490000001,0.276783695,-2.969826002,0.41926796899999996,1.328058967,0.27109200899999997,C,Z009,No,0
54,1,C&I,0.152998959,0.464368534,1233888.645,0.12239916699999999,0.056269827,98.98816489,0.806512505,-2.299158139,0.46841584399999997,1.056352631,0.667881244,A,T982,Yes,0
55,1,CRE Permanent,0.5039334879999999,0.272148713,,0.403146791,0.184798273,111.9678838,0.177343035,0.2938099,0.721298824,1.004632059,0.811261483,A,X456,No,0
56,4,CRE Permanent,,0.532070444,,0.39516873799999996,0.65068565,93.35114988,0.154570515,1.1541798220000001,1.624902522,1.009168184,0.352784535,A,X456,Yes,0
57,1,CRE Permanent,0.7512001970000001,0.208713807,1057658.271,0.600960158,0.258566356,85.45637874,0.9547186559999999,2.036373422,3.619218011,1.110938288,0.20765233800000002,B,Y237,Yes,0
58,1,C&I,0.17464982399999998,0.698706996,1082308.125,0.139719859,0.934004477,85.15629549,0.15455139999999998,-0.804454315,1.3051420790000001,1.5364160480000002,0.733396777,B,R567,No,0
59,1,CRE Permanent,0.84839241,0.905193838,1189901.945,0.678713928,0.036428044,109.1288801,0.8338892940000001,2.311053996,2.416234144,1.273418863,0.7293150759999999,A,Z009,Yes,0
60,8,C&I,,0.444618805,911678.0314,0.6918670659999999,0.8477444059999999,120.0094065,0.041062806,4.437061895,0.809543256,1.032707332,0.594024598,C,T982,No,0
61,2,C&I,0.041857275,0.020168493,1022921.542,0.03348582,0.185483101,88.04978136,0.38618352799999994,-1.6822341769999998,0.8837187240000001,1.005247191,0.833522683,A,Y237,No,0
62,2,C&I,0.317182155,0.341625766,,0.253745724,0.269368286,94.51149332,0.349592302,1.5608263009999999,1.208057358,1.587807489,0.516619324,C,X456,Yes,0
63,1,CRE Permanent,0.013749939,0.41878476,1225282.804,0.010999951,0.684066611,109.0112926,0.341707793,-6.41075238,6.779172739,1.023934611,0.566586743,B,R567,No,0
64,2,CRE Construction,0.239025727,0.987866283,,0.19122058100000003,0.9781673259999999,108.2223469,0.816463057,5.590063526000001,0.75008113,1.115475552,0.378549275,A,T982,No,0
65,1,C&I,0.706494617,0.714100407,1000050.418,0.565195694,0.908692182,82.51009065,0.475934908,0.828198254,2.4841562440000002,1.15392017,0.181665469,A,Z009,No,0
66,1,CRE Construction,0.308094757,0.171001874,1110808.647,0.24647580600000002,0.6586560579999999,113.5841095,0.78289029,-4.596355003999999,0.49630077100000003,1.119066557,0.9251840179999999,C,X456,Yes,0
67,5,CRE Permanent,0.5085475660000001,0.6453531379999999,903319.5045,0.406838053,0.393687456,120.0837808,0.470840125,-2.046417832,0.937104122,1.024548792,0.6041137320000001,A,T982,Yes,0
68,4,C&I,0.051646619000000005,0.559307078,921224.8747,0.041317295,0.7676778870000001,108.0219174,0.817344007,-0.25708505800000003,4.373677459,1.156807044,0.735391459,C,T982,No,0
69,3,C&I,0.56456984,0.536737459,927159.9804,0.451655872,0.76033755,90.0928239,0.881567599,6.249099372000001,0.431781782,1.149214333,0.765025222,B,Y237,Yes,0
70,4,CRE Construction,0.12148018699999999,0.7171841090000001,915165.9624,0.09718415,0.496129115,76.31807055,0.43959639799999994,5.603745292999999,3.738614285,1.022812727,0.095470125,A,R567,No,0
71,1,CRE Construction,0.892836382,0.9750737070000001,,0.714269105,0.716859173,106.06563229999999,0.781063598,1.152904767,3.936056053,1.031192677,0.76329394,B,Y237,Yes,0
72,4,CRE Construction,0.014627256000000002,0.165693135,965594.0483,0.011701805,0.415192045,90.32330762,0.81474116,0.41261801,1.316527094,1.01001461,0.626746911,B,Y237,Yes,0
73,2,CRE Permanent,0.783121104,0.7621387190000001,1109075.9640000002,0.626496883,0.23863367600000002,97.81759702,0.295678916,-1.463003165,0.7098955579999999,1.093517761,0.523610006,A,T982,Yes,0
74,1,C&I,0.089961333,0.934882957,1106444.912,0.071969066,0.24044995,113.3106416,0.123876674,-2.433316146,1.344522999,1.173327795,0.954723641,C,T982,Yes,0
75,1,CRE Construction,0.519189981,0.75399769,1100091.091,0.415351985,0.343152461,97.80136035,0.18562186100000003,5.11694921,1.1292703370000001,1.1332845679999999,0.8791495859999999,B,T982,No,0
76,1,CRE Permanent,0.38426668799999997,0.495276819,1035070.78,0.30741335,0.205957466,101.5676844,0.436059794,-1.198228303,1.2613659959999999,1.108004681,0.005952303000000001,B,T982,No,0
77,5,CRE Construction,,0.5463460920000001,874450.8286,0.056041997999999996,0.17897418399999998,96.68650394,0.119467407,-2.798375866,0.67902496,1.03260085,0.676852476,A,Z009,Yes,0
78,2,CRE Construction,,0.516841332,1045458.429,0.256515538,0.757505924,83.29098734,0.529799142,-0.843395275,1.45159756,1.3453290569999998,0.29782674800000003,C,Y237,No,0
79,5,C&I,0.668495397,0.222941733,928618.5517,0.5347963179999999,0.36086364299999996,107.49903130000001,0.829421161,-5.208610107,1.51980072,1.0166373770000001,0.86611381,B,X456,Yes,0
80,2,CRE Construction,0.926400476,0.766109761,,0.741120381,0.236394567,92.1044608,0.485201153,-3.473475079,2.0113675509999998,1.020592201,0.164657048,C,T982,No,0
81,4,C&I,0.471909721,0.527026487,925724.7588,0.377527777,0.746339328,90.06262486,0.817734002,1.915344385,2.206454813,1.1075776940000002,0.441623575,C,T982,Yes,0
82,1,CRE Permanent,0.142615343,0.896359839,1010198.07,0.114092275,0.8488353270000001,107.17458400000001,0.656391623,0.8145624,5.269967483,1.093153145,0.738934752,A,R567,Yes,0
83,2,C&I,0.544269755,0.41804709,1031116.707,0.43541580399999996,0.09261527800000001,102.9565038,0.641043031,2.281709985,2.6207556359999997,1.206561316,0.201463941,B,R567,Yes,0
84,8,C&I,0.196174652,0.08621918,781769.0135,0.156939721,0.775748689,77.47941511,0.345348925,-2.2641646619999998,4.097447861,1.1115316309999999,0.69317038,C,X456,No,1
85,8,CRE Construction,,0.126943729,894449.8967,0.718864391,0.765493247,98.10402792,0.702658949,1.899524067,1.801063557,1.1711141809999999,0.483772563,C,R567,Yes,0
86,1,CRE Construction,,0.189760392,,0.311599828,0.9461844709999999,94.97104234,0.809940584,-13.59372177,1.033767204,1.00010732,0.950359727,C,Y237,Yes,0
87,7,CRE Permanent,0.31087078,0.20902672600000002,824532.3672,0.24869662399999998,0.28183675,105.55202450000002,0.157169585,0.477421795,1.86724517,1.00496416,0.342291974,B,T982,No,0
88,5,C&I,0.16002866300000002,0.183438698,971045.1281,0.12802293,0.551673254,103.82727679999999,0.9079906190000001,0.140051756,0.389768209,1.01951264,0.577627156,C,Y237,No,0
89,5,C&I,0.89618585,0.083121006,917076.0281,0.71694868,0.380045824,88.98326369,0.269330367,4.264964775,0.634007067,1.242619666,0.37297235,C,Z009,No,0
90,2,CRE Permanent,0.16639378,0.874820706,983037.645,0.133115024,0.35245480700000004,102.3138339,0.154846496,3.559327304,0.682262906,1.143722766,0.8365471259999999,A,T982,Yes,0
91,5,CRE Permanent,0.9004245959999999,0.00117752,1037208.067,0.720339677,0.343937295,93.73001269,0.840479165,0.780149946,1.573585679,1.061123354,0.16831434399999998,B,T982,No,0
92,6,CRE Permanent,0.134078195,0.37889944200000003,799938.3975,0.107262556,0.036057261,114.4946142,0.72012798,-2.891617195,1.248261986,1.211360906,0.6863707259999999,A,X456,No,0
93,5,C&I,0.131614134,0.004147648,,0.10529130699999999,0.251297825,117.14030190000001,0.7935623959999999,4.168883889,0.8803675559999999,1.131700155,0.184288526,A,X456,Yes,0
94,3,C&I,,0.015434699,956046.8021,0.084230002,0.87276171,95.46747574,0.446670664,2.8746793939999997,1.40467131,1.153312686,0.390055816,C,Y237,Yes,0
95,5,CRE Construction,0.511583581,0.152552381,938750.9398,0.409266865,0.36410266399999996,86.98255356,0.070773885,1.073388257,1.635917595,1.013687335,0.6125844570000001,B,Y237,Yes,0
96,8,C&I,0.30019905399999997,0.761964511,739128.9941,0.240159243,0.466427902,105.64007279999998,0.39524305,-3.222841398,0.497523111,1.357589072,0.065152747,B,Y237,Yes,0
97,2,CRE Construction,0.026716895,0.291999691,1263278.415,0.021373516000000002,0.185528293,107.66769509999999,0.047735295,-3.4353720180000002,0.4247119000000001,1.028894177,0.158557544,C,Y237,No,0
98,2,C&I,0.30964743100000003,0.536334794,1004567.1529999999,0.247717945,0.12007725400000001,113.60059229999999,0.286133504,0.596238266,0.396193354,1.182148632,0.692763589,C,Y237,No,0
99,3,CRE Permanent,0.742119657,10.1243,914202.0297,0.593695726,0.7245203720000001,96.7486822,0.037994595,-3.116229405,1.40246727,1.082283959,0.39558315299999997,A,Z009,Yes,0
100,8,CRE Permanent,0.035456727,0.002335274,847446.5714,0.028365382,0.169340552,83.51016,0.506714842,-6.927267611,0.39546996799999995,1.4768139319999998,0.783375205,B,Y237,Yes,1
101,5,CRE Permanent,,0.34947430799999996,955286.1179,0.45206089,0.032132432,91.03621484,0.087667799,-8.486060252,0.249915802,1.002770664,0.070704595,B,Y237,No,0
102,5,CRE Construction,,0.485739666,856631.4516,0.224206221,0.250491055,84.95721125,0.932825647,-5.96023917,0.572395211,1.117193497,0.527911326,B,T982,No,0
103,1,CRE Construction,0.20419631600000002,0.462028971,1007669.957,0.163357053,0.912871392,111.93074490000001,0.69938729,2.422888965,0.34938803799999996,1.002579076,0.282693761,C,Z009,No,0
104,2,C&I,0.133738899,0.969691132,952658.5959999999,0.10699111900000001,0.649302159,101.8074084,0.316986027,-5.891629932000001,0.241110152,1.057512882,0.370738952,B,Z009,No,0
105,2,CRE Construction,0.325681924,0.798613784,,0.260545539,0.7848822679999999,86.51489015,0.94505107,-2.7600502810000003,5.321578668,1.3581822680000002,0.36972086600000004,A,X456,No,0
106,1,CRE Permanent,0.15506197,0.944193127,932129.6562,0.124049576,0.663027946,106.21253459999998,0.06622760400000001,0.7960241090000001,1.158735763,1.036287813,0.638894714,B,T982,Yes,0
107,8,CRE Construction,0.12996214,0.248375973,813023.6697,0.10396971199999999,0.709294365,98.54259846,0.257428891,1.4760107480000002,2.514537585,1.043208345,0.48055351399999996,A,R567,Yes,1
108,3,CRE Construction,0.43553106,0.484284424,895414.2629,0.34842484799999995,0.971960025,103.98111209999999,0.072999646,3.184283677,1.448415993,1.083814423,0.015730433999999998,C,X456,Yes,0
109,4,C&I,0.038642653,0.870994715,869427.7354,0.030914122000000002,0.22863152,97.843358,0.426304258,-4.9683542439999995,0.9979884809999999,1.020540768,0.6309599889999999,B,X456,No,0
110,2,CRE Permanent,0.7133015629999999,0.061480578,,0.57064125,0.166047445,111.49167220000001,0.201896773,0.8679376459999999,0.188594873,1.053662252,0.278112607,B,X456,No,0
111,4,C&I,0.10076904099999999,0.163695405,978524.7641,0.080615233,0.192566181,109.5331331,0.396646635,-9.353076449,0.32244445899999996,1.112155574,0.650126158,A,X456,No,0
112,4,C&I,0.9503049379999999,0.31573340899999996,987295.6929,0.760243951,0.360972811,113.0854104,0.704859912,2.109264991,0.36556349899999996,2.585337586,0.245127216,C,T982,No,0
113,1,C&I,0.12181776300000001,0.261075528,,0.09745421,0.39152813,78.27010184,0.887353342,12.49356616,0.366769096,1.35842431,0.733395802,C,X456,Yes,0
114,3,CRE Construction,0.21965662100000002,0.8714252709999999,827515.7649,0.175725297,0.143654612,102.5428342,0.500517795,-2.441330694,0.198948705,1.091922807,0.541147052,A,T982,Yes,0
115,2,CRE Construction,0.913087767,0.644638326,1110913.638,0.7304702129999999,0.426729742,105.61235309999999,0.818531549,-1.161719984,1.584043927,1.016454053,0.771954667,A,Y237,Yes,0
116,5,CRE Permanent,0.945853121,0.327732585,878812.9536,0.756682497,0.27976844300000003,99.9726695,0.36125451299999994,3.0896089389999997,2.8111343339999997,1.020064914,0.875133762,C,T982,No,0
117,1,CRE Permanent,,0.8639290000000001,,0.223324978,0.9904369270000001,91.64700848,0.8586861729999999,-1.882044574,1.380253655,1.212732398,0.7245085040000001,B,R567,Yes,0
118,7,CRE Construction,0.123471088,0.003352871,729567.1387,0.09877687,0.36167866,91.51128542,0.515034176,5.50234906,1.072871781,1.236584594,0.116215944,B,R567,No,1
119,4,CRE Permanent,,0.092509969,1046031.71,0.637728368,0.661568068,103.3489786,0.7024154770000001,3.1463231819999997,1.704890257,1.151625973,0.519758133,B,Z009,Yes,0
120,7,C&I,0.744277215,0.130103485,805188.1889,0.595421772,0.364846943,95.4338901,0.174689918,-5.731096067999999,1.736713996,1.391481212,0.758203533,C,X456,No,0
121,2,CRE Permanent,0.9159742240000001,0.478442109,1065303.232,0.732779379,0.7803821479999999,95.89560069,0.584511811,-7.556496202999999,0.588865271,1.123385353,0.790444631,B,T982,No,0
122,4,CRE Construction,0.994598245,0.9217976720000001,877177.9126,0.7956785959999999,0.925451184,107.7305472,0.301777058,4.106444568,0.17414659,1.176996065,0.667034436,A,Z009,No,0
123,5,C&I,0.942360715,0.132257264,912852.4246,0.753888572,0.36535822100000004,77.05368033,0.8128513940000001,0.445618109,0.6752943290000001,1.093607604,0.8762760759999999,C,R567,Yes,0
124,5,C&I,0.486135408,0.07680749099999999,989412.2376,0.388908326,0.424038235,108.12122099999999,0.534340748,-4.848748488,2.735025246,1.144736604,0.487607038,C,Z009,Yes,0
125,2,CRE Construction,0.283459543,0.375319422,993074.8573,0.226767634,0.374597863,89.26682027,0.499587304,-3.293832942,0.8709271040000001,1.139803609,0.007856229000000001,C,Z009,No,0
126,2,CRE Permanent,0.251545701,0.6901492340000001,1022617.202,0.201236561,0.6501456720000001,111.31246589999999,0.773325204,8.000320408,1.203124705,1.079606198,0.690188737,C,Y237,No,0
127,7,CRE Construction,0.5032551710000001,0.274354123,,0.40260413700000003,0.684101005,92.4633524,0.549030673,-3.9305317110000004,0.161885998,1.25130311,0.360431181,B,T982,Yes,0
128,4,C&I,0.49696617299999996,0.31795481600000003,994958.4248,0.39757293899999996,0.967021881,105.7514987,0.333758012,-6.1904540489999995,1.099498471,1.2728925229999999,0.639358612,B,T982,No,0
129,2,CRE Permanent,0.31844581,0.785039666,1171252.322,0.25475664800000003,0.198623114,96.93132796,0.13093286,-4.433671039,3.63386234,1.469597475,0.054367465,A,Y237,No,0
130,3,CRE Construction,,0.7290377309999999,979957.4641,0.769778262,0.524167401,96.14492473,0.62450599,4.753056568,0.43414253799999997,1.164606829,0.6838067840000001,C,R567,No,0
131,4,CRE Permanent,,0.41306637,961767.1683,0.507279495,0.869577345,105.4855808,0.925346219,-0.777310285,1.5015787390000002,1.331464074,0.111154233,C,Z009,Yes,0
132,2,CRE Construction,0.127433398,0.160489649,1135654.541,0.101946718,0.621187123,74.67340982,0.842338857,-3.318045221,0.26535807,1.087883369,0.155150625,B,Z009,No,0
133,4,CRE Permanent,0.423046994,0.011897528999999999,1029759.64,0.338437595,0.665629711,108.6987213,0.069749785,-0.952023504,0.56922374,1.031701867,0.938626381,A,T982,No,0
134,5,CRE Construction,0.91431691,0.867544067,,0.731453528,0.584885093,90.47993855,0.325285205,4.270575647,1.071120243,1.028749405,0.668555899,C,Y237,Yes,0
135,1,CRE Construction,0.46779233299999995,0.716447305,1052538.663,0.37423386700000005,0.885260985,108.59087720000001,0.0017063739999999999,0.8386846490000001,0.19106004,1.384758439,0.533796807,B,Z009,No,0
136,5,CRE Construction,,0.088075604,978429.0848,0.726535316,0.8229768540000001,97.87874294,0.6746971979999999,1.026897325,0.5959730360000001,1.0941945690000001,0.623322438,B,X456,Yes,0
137,1,CRE Permanent,0.597743284,0.457049912,1082651.924,0.47819462700000004,0.346508904,109.8475491,0.638280117,-5.516697266,0.6217835079999999,1.127196604,0.120659289,C,Z009,Yes,0
138,4,CRE Permanent,0.631742816,0.26322570300000003,1008254.1059999999,0.505394253,0.806517028,109.5282551,0.757908775,1.6238021040000001,2.139677717,1.291577915,0.889307656,B,Y237,No,0
139,4,CRE Permanent,0.8691583190000001,0.810529536,891138.4872,0.695326655,0.45231353,107.3962745,0.148273929,1.874417327,1.7527268459999998,1.0673940259999999,0.34020491799999997,A,X456,No,0
140,2,CRE Construction,,0.630389974,989220.0049,0.40219985799999997,0.343262656,104.22332159999999,0.217033692,3.08115869,0.539884786,1.077990418,0.8160532509999999,B,R567,No,0
141,1,CRE Construction,0.983635115,0.372593345,1141392.301,0.786908092,0.525407734,86.58714329,0.432772379,-5.279169937,0.456564033,1.2122229409999998,0.8478090340000001,B,Y237,Yes,0
142,1,CRE Construction,0.32438602699999997,0.825984518,940368.8399,0.259508822,0.09608135300000001,113.2190309,0.7367248559999999,-1.4934283990000001,0.40144465,1.072326173,0.137432256,A,Y237,Yes,0
143,3,C&I,0.481374949,0.11253594,990976.8849,0.385099959,0.905216635,95.88043904,0.207119003,-3.9652297219999997,0.189725974,1.205739003,0.23358529600000003,A,R567,Yes,0
144,1,CRE Construction,0.35698707799999996,0.897747307,1077679.9679999999,0.28558966199999997,0.326878848,104.3726088,0.8228369259999999,4.5235658910000005,0.9520370029999999,1.063303188,0.73665205,A,X456,No,0
145,2,C&I,0.627477684,0.200410515,1213359.92,0.501982147,0.19744209199999999,92.18802941,0.38120108799999997,-4.339205164,1.5692814469999998,1.192676344,0.8691043959999999,C,R567,Yes,0
146,4,C&I,0.741600191,0.434419416,915772.6729,0.5932801520000001,0.245068145,98.8280186,0.874285779,-2.9489132789999997,1.8109157169999999,1.027241507,0.49654138200000003,B,T982,No,0
147,2,CRE Permanent,0.5659668170000001,0.905738778,1141396.5320000001,0.45277345399999996,0.578223629,106.8535443,0.9600246640000001,-5.716556034,0.285929867,1.0452747759999999,0.100800918,A,X456,No,0
148,4,C&I,0.980786507,0.044000425999999995,1101500.6709999999,0.784629205,0.857762054,99.81302061,0.53748772,3.484011848,1.9230730480000002,1.014325062,0.224672798,A,T982,Yes,0
